Nazwa;KOSZT;KOSZ Z MARŻĄ;Pomiń marże;Opis;Main Flaga;Flaga;ItemCategory;ItemType;ItemGroupType;PLIK;Stackowanie;Instancja[OLD];visualInstance;Instancja [SAGA3];Waga;Tier;adminRank;hideNick;Liczba użyć;Stamina 1 Hit;HP 1 hit;Mana 1 Hit;Stamina;HP;MANA;Rodzaj Obrażeń;DMG;Zasięg;W: Siła;W: Zręczność;W: Inteligencja;healing_tick;efekt czaru;Instancja przemiany;HP przemiany;W: Krąg;W: Mana;runeType;Przedmiot do naprawy;Wytrzymałość;canRob;Podatek Silden %;Podatek Geldern %;expirationTime;foodType;enduranceCost;arrowSpeed;Obuchowa;Pociski;Sieczna;Magia;Ogień;Upadek;Profesja;Kategoria;model nazwa;Do katalogu?
Śmiertelna fala (Runa);2 598,23;2 665,93;FAŁSZ;Fioletowa energia rozchodzi się kręgiem, a wszystko, czego dotknie, obumiera - trawa czernieje, a zwierzęta padają bez dźwięku.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;ItRu_MassDeath;-;ItRu_MassDeath;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;300;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;6;100;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;;;;;;;Zaklinacz;Runa;ItRu_MassDeath.3ds;PRAWDA
Trzęsienie ziemii;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_Quake;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Magicze pociski;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_ManaForLife;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Klatka magii;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_MagicCage;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Elektryczne pociski;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_RapidIcebolt;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Ogniste pociski;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_RapidFirebolt;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Uderzenie wichru;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_Extricate;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Krzyk wichru;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_Extricate2;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Oddech smoka;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_Explosion;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Kula śmierci;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_Deathball;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Włócznia Beliara;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_berzerk;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Strzała ciemności;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_Deathball2;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Kojący dotyk;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;ItRu_HealOther;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;74;BRAK;BRAK;1;10;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Mniejsza klątwa mroku;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_dot_first;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Większa klątwa mroku;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_dot_second;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Kula mroku;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_darkball;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Duża kula mroku;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_bigdarkball;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Czarny sen;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_darksleep;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Czarna włócznia;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_darkspear;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Ognista ochrona;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_firelight;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Lodowy wybuch;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_iceexploision;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;75;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Kriokineza;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_watermage_stream;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;40;BRAK;BRAK;BRAK;BRAK;1;76;BRAK;BRAK;1;10;Leczenie;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Magiczna sfera;#N/D;#N/D;FAŁSZ;Magiczna runa.;ITEM_CAT_RUNE;-;Rune;Rune;AdminRunes;runes;FAŁSZ;BRAK;-;itru_magsphere;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;10;Obrażenia;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
 Pomniejsza pusta runa;52,50;52,50;FAŁSZ;Pomniejsza runa;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;ITMI_RUNEBLANK;-;ITMI_GS_MAT_225;1;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Inne;ItMi_RuneBlank.3ds;PRAWDA
 Pusta Runa;272,50;272,50;FAŁSZ;Zwykła runa;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;ITMI_RUNEBLANK;-;ITMI_GS_MAT_226;1;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Inne;ItMi_RuneBlank.3ds;PRAWDA
Większa pusta runa;712,50;712,50;FAŁSZ;Zwykła runa;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;PRAWDA;ITMI_RUNEBLANK;-;ITMI_GS_MAT_227;1;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;BRAK;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Inne;ItMi_RuneBlank.3ds;PRAWDA
Pióro do pisania;17,50;17,50;FAŁSZ;Pióro do pisania;ITEM_CAT_NONE;-;Materials;Materials;AdminMaterials;materials;FAŁSZ;ITCR_SDRP_DROP_20;-;ITMI_GS_MAT_228;0,2;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Pióro harpii;3;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Inne;FEDERV6.3ds;PRAWDA
Przemiana w kota (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ItSc_TrfSheep;ItSc_Transform1;ItSc_Transform14;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Cat3;50;0;10;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Przemiana w owce (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ItSc_TrfSheep;ItSc_Transform1;ItSc_Transform1;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;sheep;100;0;10;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Przemiana w olbrzymiego szczura (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;itsc_trfgiantrat;ItSc_Transform1;ItSc_Transform2;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;ygiant_rat;150;0;10;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Przemiana w polną bestie  (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;Itsc_TrfGiantBug;ItSc_Transform1;ItSc_Transform3;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Giant_Bug;300;0;10;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Ognista strzała (Zwój);22,29;24,93;FAŁSZ;Z delikatnym blaskiem migoczącym w jej wnętrzu, która potrafi uwolnić błyskawicę.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_FIREBOLT;-;ITSC_FIREBOLT;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;0;10;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Firebolt.3DS;PRAWDA
Lodowa strzała (Zwój);22,29;24,93;FAŁSZ;Żarząca się ciepłym blaskiem i gotowa przeszyć powietrze płomiennym świstem.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_ICEBOLT;-;ITSC_ICEBOLT;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;50;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;0;10;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Icebolt.3DS;PRAWDA
Światło (Zwój);9,95;10,70;FAŁSZ;Z subtelnym rysunkiem skrzydła.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_LIGHT;-;ITSC_LIGHT;0,2;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;0;10;;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Light.3DS;PRAWDA
Mała błyskawica (Zwój);22,29;24,93;FAŁSZ;Zimna w dotyku i migocząca lodowym blaskiem i zdolna przeszyć powietrze mroźnym świstem.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_ZAP;-;ITSC_ZAP;0,2;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;65;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;0;10;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Zap.3DS;PRAWDA
Przemiana w ścierwojada (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;Itsc_TrfScavenger;ItSc_Transform1;ItSc_Transform4;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Scavenger;400;1;20;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Przemiana w wilka (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;itsc_trfwolf;ItSc_Transform1;ItSc_Transform5;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;wolf;400;1;20;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Przemiana w topielca (Zwój);#N/D;#N/D;FAŁSZ;Magia potrafiąca przemienić człowieka w bestie.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;Itsc_TrfLurker;ItSc_Transform1;ItSc_Transform6;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Topielec;500;1;20;Przemiana;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Kula ognia (Zwój);32,29;34,93;FAŁSZ;Żarząca się wewnętrznym płomieniem gotowym eksplodować w płomiennym wybuchu.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_INSTANTFIREBALL;-;ITSC_INSTANTFIREBALL;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_FIRE;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;20;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_InstantFireball.3DS;PRAWDA
Lodowa lanca (Zwój);32,29;34,93;FAŁSZ;Chłodna w dotyku  zdolna przebić każdy cel lodowym ostrzem.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_ICELANCE;-;ITSC_ICELANCE;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;20;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Water04.3DS;PRAWDA
Wir (Zwój);32,29;34,93;FAŁSZ;Zawirowanie magicznej energii, wciągające wszystko w swój oślepiający tan, jakby sama przestrzeń się zaginała.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_WHIRLWIND;-;ITSC_WHIRLWIND;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;100;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;20;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Water02.3DS;PRAWDA
Wodna pięść (Zwój);32,29;34,93;FAŁSZ;Skupiona w dłoni woda uderza z siłą oceanicznego przypływu, miażdżąc wszystko na swojej drodze ciśnieniem głębin.;ITEM_CAT_MAGIC;-;Rune;MagicScroll;AdminRunes;scrolls;PRAWDA;ITSC_WATERFIST;-;ITSC_WATERFIST;0,2;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_MAGIC;150;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;1;20;Obrażenia;BRAK;BRAK;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Zaklinacz;Zwój;ItSc_Water03.3DS;PRAWDA
